speaker,cleaned_text,debate,sentiment
mediator_1,please sir crosstalk 005833 stop,first,1
Donald Trump,i would never say that crosstalk 005835,first,2
Joe Biden,play it play it,first,3
mediator_1,stop go ahead,first,2
Donald Trump,you’re on tape,first,2
mediator_1,mr vice president answered his final question,first,2
Joe Biden,the final question is i can’t remember which of all his rantings crosstalk 000444,first,2
mediator_1,i’m having a little trouble myself but…,first,2
Joe Biden,yeah,first,3
mediator_1,and about the economy and about this question of what it’s going to cost,first,2
Joe Biden,the economy,first,2
mediator_1,the green new deal and the idea of what your environmental changes will do,first,2
Joe Biden,the green new deal will pay for itself as we move forward we’re not going to build plants that in fact are great polluting plants,first,2
mediator_1,so do you support the green new deal,first,2
Joe Biden,pardon me,first,2
mediator_1,do you support the,first,2
Joe Biden,no i don’t support the green new deal,first,1
Donald Trump,oh you don’t oh well that’s a big statement,first,2
Joe Biden,i support crosstalk 000513,first,2
Donald Trump,you just lost the radical left,first,1
Joe Biden,i support crosstalk 005917 the biden plan that i put forward,first,2
mediator_1,okay,first,2
Joe Biden,the biden plan which is different than what he calls the radical green new deal,first,2
mediator_1,all right gentlemen final segment election integrity as we meet tonight millions of americans are receiving mailin ballots or going to vote early how confident should we be that this will be a fair election and what are you prepared to do over the next five plus weeks because it will not only be to election day but also counting some mailin ballots after election day what are you prepared to do to reassure the american people that the next president will be the legitimate winner of this election in this final segment mr vice president you go first,first,2
Joe Biden,prepare to let people vote they should go to iwillvotecom decide how they’re going to vote when they’re going to vote and what means by which they’re going to vote his own homeland security director and as well as the fbi director says that there is no evidence at all that mailin ballots are a source of being manipulated and cheating they said that the fact is that there are going to be millions of people because of covid that are going to be voting by mailin ballots like he does by the way he sits behind the resolute desk and sends his ballot to florida number one number two we’re going to make sure that those people who want to vote in person are able to vote because there are enough poll watchers are there to make sure they can socially distance the polls are open on time and the polls stay open until the votes are counted and this is all about trying to dissuade people from voting because he’s trying to scare people into thinking that it’s not going to be legitimate,first,2
